statement,label,statement_id,source
"Raytheon Technologies engages in the provision of aerospace and defense systems and services for commercial, military and government customers.",1,790,companies
Total operates in the industry of oil & gas operations.,1,791,companies
SAP operates in the industry of it software & services.,1,792,companies
Petrobras has headquarters in Brazil.,1,793,companies
Barclays has headquarters in United Kingdom.,1,794,companies
"Rosneft engages in the exploration, development, production and sale of crude oil & gas. It also involves in refining, transportation, and sale of petroleum products.",1,795,companies
Volkswagen Group engages in the production and sale of passenger cars and light commercial vehicles.,1,796,companies
Honeywell has headquarters in United States.,1,797,companies
"PepsiCo operates in the industry of food, drink & tobacco.",1,798,companies
Visa has headquarters in United States.,1,799,companies
"Brookfield Asset Management engages in the ownership and operation of assets of its shareholder and clients with a focus on real estate, renewable power, infrastructure and private equity.",1,800,companies
Cisco Systems has headquarters in United States.,1,801,companies
"Wells Fargo is a diversified, community-based financial services company.",1,802,companies
Mitsui engages in the general trading business.,1,803,companies
Deutsche Post engages in the provision of mail and logistics services.,1,804,companies
Cathay Financial engages in the provision of financial services.,1,805,companies
CVS Health engages in the provision of healthcare services.,1,806,companies
Enbridge operates in the industry of oil & gas operations.,1,807,companies
Commonwealth Bank of Australia operates in the industry of banking.,1,808,companies
Mercedes-Benz Group has headquarters in Germany.,1,809,companies
Reliance Industries has headquarters in India.,1,810,companies
CNOOC operates in the industry of oil & gas operations.,1,811,companies
"Verizon Communications is a holding company that engages in the provision of communications, information and entertainment products and services to consumers, businesses and governmental agencies.",1,812,companies
BP operates as an integrated oil and gas company.,1,813,companies
BlackRock has headquarters in United States.,1,814,companies
LVMH Moet Hennessy Louis Vuitton engages in the manufacture of luxury goods.,1,815,companies
China Construction Bank engages in the provision of a wide range of financial services to corporate and personal customers.,1,816,companies
"Public Joint Stock Company Gazprom is a global energy company that engages in geological exploration, production, transportation, storage, processing and sales of gas, gas condensate and oil.",1,817,companies
"Coca-Cola operates in the industry of food, drink & tobacco.",1,818,companies
AIA Group operates in the industry of insurance.,1,819,companies
"Goldman Sachs Group engages in global investment banking, securities and investment management, which provides financial services.",1,820,companies
Dell Technologies operates in the industry of technology hardware & equipment.,1,821,companies
Procter & Gamble engages in the provision of branded consumer packaged goods.,1,822,companies
KDDI engages in the telecommunications business.,1,823,companies
Poly Developments & Holdings Group operates in the industry of construction.,1,824,companies
Walt Disney is a diversified international family entertainment and media enterprise.,1,825,companies
"Eni engages in the exploration, production, refining and sale of oil, gas, electricity and chemicals.",1,826,companies
Berkshire Hathaway operates in the industry of diversified financials.,1,827,companies
MetLife provides insurance and financial services to individual and institutional customers.,1,828,companies
Thermo Fisher Scientific operates in the industry of healthcare equipment & services.,1,829,companies
Tesla has headquarters in United States.,1,830,companies
Costco Wholesale has headquarters in United States.,1,831,companies
Nippon Telegraph & Telephone operates in the industry of telecommunications services.,1,832,companies
Johnson & Johnson has headquarters in United States.,1,833,companies
National Australia Bank operates in the industry of banking.,1,834,companies
ANZ operates in the industry of banking.,1,835,companies
China Life Insurance has headquarters in China.,1,836,companies
"Lloyds Banking Group is a financial services company, which engages in the provision of a wide range of banking and financial services.",1,837,companies
BBVA has headquarters in Spain.,1,838,companies
Enel has headquarters in Rome.,1,839,companies
Bank of Communications operates in the industry of banking.,1,840,companies
Alibaba Group engages in providing online and mobile marketplaces in retail and wholesale trade.,1,841,companies
Postal Savings Bank of China has headquarters in China.,1,842,companies
"Abbott Laboratories engages in the discovery, development, manufacture and sale of a broad and diversified line of healthcare products.",1,843,companies
Iberdrola has headquarters in Spain.,1,844,companies
Meta Platforms operates as a social networking company worldwide.,1,845,companies
Commonwealth Bank of Australia has headquarters in Australia.,1,846,companies
Sumitomo Mitsui Financial has headquarters in Japan.,1,847,companies
Fubon Financial operates in the industry of insurance.,1,848,companies
Exxon Mobil operates in the industry of oil & gas operations.,1,849,companies
AT&T has headquarters in United States.,1,850,companies
ConocoPhillips operates in the industry of oil & gas operations.,1,851,companies
Walmart operates in the industry of retailing.,1,852,companies
"Mitsubishi UFJ Financial Group operates as a holding company, which provides financial services through its subsidiaries.",1,853,companies
Sony has headquarters in Japan.,1,854,companies
Deutsche Telekom engages in the provision of telecommunication and information technology services.,1,855,companies
China Merchants Bank has headquarters in China.,1,856,companies
Bayerische Motoren Werke (BMW) has headquarters in Germany.,1,857,companies
Intel operates in the industry of semiconductors.,1,858,companies
Microsoft operates in the industry of it software & services.,1,859,companies
BBVA operates in the industry of banking.,1,860,companies
Univlever operates in the industry of household & personal products.,1,861,companies
Credit Agricole operates in the industry of banking.,1,862,companies
Taiwan Semiconductor Manufacturing Company engages in the manufacture and sale of integrated circuits and wafer semiconductor devices.,1,863,companies
"Saudi Arabian Oil Company (Saudi Aramco) engages in the exploration, production, transportation, and sale of crude oil and natural gas.",1,864,companies
Bank of China has headquarters in China.,1,865,companies
Glencore operates in the industry of materials.,1,866,companies
Fubon Financial engages in the provision of financial services.,1,867,companies
Credit Agricole has headquarters in France.,1,868,companies
Toronto-Dominion Bank operates in the industry of banking.,1,869,companies
UBS Group has headquarters in Switzerland.,1,870,companies
Generali Group has headquarters in Italy.,1,871,companies
Cigna Corporation engages in the provision of global health services.,1,872,companies
Truist Financial operates in the industry of banking.,1,873,companies
"Equinor engages in the exploration, production, transport, refining, and marketing of petroleum and petroleum-derived products.",1,874,companies
Roche Holding operates as a research healthcare company.,1,875,companies
"Bristol Myers Squibb engages in the discovery, development, licensing, manufacture, marketing, distribution and sale of biopharmaceutical products.",1,876,companies
"Total produces and markets fuels, natural gas and low-carbon electricity.",1,877,companies
Oracle engages in the provision of products and services that address all aspects of corporate information technology environments.,1,878,companies
Target engages in owning and operating of general merchandise stores.,1,879,companies
"American International Group engages in the provision of a range of property casualty insurance, life insurance, retirement products, and other financial services to commercial and individual customers.",1,880,companies
Charter Communications engages in the provision of broadband communications services.,1,881,companies
United Parcel Service has headquarters in United States.,1,882,companies
Canadian Imperial Bank of Commerce has headquarters in Canada.,1,883,companies
Deere & Company operates in the industry of capital goods.,1,884,companies
"Bank of America is a bank and financial holding company, which engages in the provision of banking and nonbank financial services.",1,885,companies
"Nestle operates in the industry of food, drink & tobacco.",1,886,companies
"Sony engages in the development, design, manufacture, and sale of electronic equipment, instruments, devices, game consoles, and software for consumers, professionals and industrial markets.",1,887,companies
Manulife is a financial services company that engages in the provision of financial protection and wealth management products and services.,1,888,companies
China Life Insurance operates in the industry of insurance.,1,889,companies
Charter Communications has headquarters in United States.,1,890,companies
"Santander is a banking services company, which engages in the provision of banking services to individuals, companies, and institutions.",1,891,companies
Linde operates in the industry of chemicals.,1,892,companies
Citigroup is a holding company that engages in the provision of financial products and services.,1,893,companies
Allianz has headquarters in Germany.,1,894,companies
UnitedHealth Group operates in the industry of insurance.,1,895,companies
"Anthem provides life, hospital and medical insurance plans.",1,896,companies
Toyota Motor operates in the industry of consumer durables.,1,897,companies
Meta Platforms operates in the industry of it software & services.,1,898,companies
British American Tobacco British American Tobacco Acts as a financing subsidiary/special purpose entity.,1,899,companies
"Zurich Insurance is a holding company, which engages in the provision of insurance products and related services.",1,900,companies
State Bank of India has headquarters in India.,1,901,companies
Rosneft operates in the industry of oil & gas operations.,1,902,companies
Berkshire Hathaway has headquarters in United States.,1,903,companies
Postal Savings Bank of China engages in the provision of banking and related financial services.,1,904,companies
Lloyds Banking Group has headquarters in United Kingdom.,1,905,companies
AbbVie (ABBV) operates in the industry of drugs & biotechnology.,1,906,companies
China State Construction Engineering has headquarters in China.,1,907,companies
Saudi Arabian Oil Company (Saudi Aramco) has headquarters in Saudi Arabia.,1,908,companies
Comcast has headquarters in United States.,1,909,companies
Itau Unibanco Holding operates in the industry of banking.,1,910,companies
Verizon Communications operates in the industry of telecommunications services.,1,911,companies
Univlever has headquarters in United Kingdom.,1,912,companies
"Siemens is a U.S. subsidiary of Siemens AG, a global powerhouse focusing on the areas of power generation and distribution, intelligent infrastructure for buildings and distributed energy systems, and automation and digitalization in the process and manufacturing industries.",1,913,companies
AXA operates in the industry of insurance.,1,914,companies
BASF has headquarters in Germany.,1,915,companies
HSBC Holdings has headquarters in United Kingdom.,1,916,companies
Hitachi operates in the industry of conglomerates.,1,917,companies
Caterpillar has headquarters in United States.,1,918,companies
Walgreens has headquarters in United States.,1,919,companies
China Petroleum & Chemical has headquarters in China.,1,920,companies
Medtronic has headquarters in Ireland.,1,921,companies
KDDI operates in the industry of telecommunications services.,1,922,companies
Costco Wholesale engages in the operation of membership warehouses.,1,923,companies
Amazon.com engages in the provision of online retail shopping services.,1,924,companies
Shanghai Pudong Development Bank operates in the industry of banking.,1,925,companies
Oracle has headquarters in United States.,1,926,companies
"General Motors engages in the designing, manufacturing, and selling of cars, trucks and automobile parts.",1,927,companies
BHP Group has headquarters in Australia.,1,928,companies
Industrial and Commercial Bank of China operates in the industry of banking.,1,929,companies
Danaher operates in the industry of conglomerates.,1,930,companies
RBC has headquarters in Canada.,1,931,companies
"ANZ provides banking, financial products and services to retail, small business, corporate and institutional clients.",1,932,companies
Walmart engages in retail and wholesale business.,1,933,companies
Citigroup operates in the industry of diversified financials.,1,934,companies
Lowe's engages in the retail sale of home improvement products.,1,935,companies
IBM has headquarters in United States.,1,936,companies
ING Group has headquarters in Netherlands.,1,937,companies
LukOil has headquarters in Russia.,1,938,companies
China Merchants Bank operates in the industry of banking.,1,939,companies
British American Tobacco has headquarters in United States.,1,940,companies
Nestle has headquarters in Switzerland.,1,941,companies
CVS Health has headquarters in United States.,1,942,companies
Allianz operates in the industry of insurance.,1,943,companies
Verizon Communications has headquarters in United States.,1,944,companies
"Thermo Fisher Scientific engages in the provision of analytical instruments, equipment, reagents and consumables, software and services for research, analysis, discovery and diagnostics.",1,945,companies
Shell operates in the industry of oil & gas operations.,1,946,companies
Banco Bradesco engages in the provision of financial and insurance services.,1,947,companies
"Broadcom is a global technology company, which designs, develops and supplies semiconductor and infrastructure software solutions.",1,948,companies
Vale operates in the industry of materials.,1,949,companies
Agricultural Bank of China operates in the industry of banking.,1,950,companies
"ENGIE engages in the provision of electricity, natural gas, and energy related services.",1,951,companies
Micron Technology has headquarters in United States.,1,952,companies
Hyundai Motor engages in the manufacture and distribution of motor vehicles and parts.,1,953,companies
Industrial Bank operates in the industry of banking.,1,954,companies
"Telefonica engages in the provision of communication, information and entertainment solutions.",1,955,companies
Bank of Communications engages in the provision of banking and financial services.,1,956,companies
Enel operates in the industry of electricity & gas.,1,957,companies
"Chevron engages in the provision of administrative, financial management and technology support for energy and chemical operations.",1,958,companies
Merck & Co. has headquarters in Drugs & Biotechnology.,1,959,companies
Sberbank provides commercial banking and financial services.,1,960,companies
China Mobile has headquarters in Hong Kong.,1,961,companies
BP operates in the industry of oil & gas operations.,1,962,companies
Toronto-Dominion Bank provides financial products and services.,1,963,companies
Equinor has headquarters in Norway.,1,964,companies
Volkswagen Group operates in the industry of consumer durables.,1,965,companies
Intesa Sanpaolo has headquarters in Italy.,1,966,companies
Bank of America has headquarters in United States.,1,967,companies
Bank of China operates in the industry of banking.,1,968,companies
"British American Tobacco operates in the industry of food, drink & tobacco.",1,969,companies
"Stellantis engages in the design, engineering, manufacturing, distribution and sale of automobiles and light commercial vehicles, engines, transmission systems, automotive-related components, metallurgical products and production systems.",1,970,companies
"Prudential Financial engages in the provision of financial products and services including life insurance, annuities, mutual funds, and investment management to both individual and institutional customers.",1,971,companies
Sanofi operates in the industry of drugs & biotechnology.,1,972,companies
SK Hynix engages in the manufacture and sale of semiconductor products.,1,973,companies
Lowe's has headquarters in United States.,1,974,companies
"ING Group engages in the provision of banking, investments, life and non-life insurance, and retirement and asset management services.",1,975,companies
IBM operates in the industry of it software & services.,1,976,companies
"BlackRock engages in providing investment management, risk management, and advisory services for institutional and retail clients worldwide.",1,977,companies
Morgan Stanley operates in the industry of diversified financials.,1,978,companies
BlackRock operates in the industry of diversified financials.,1,979,companies
ArcelorMittal operates in the industry of materials.,1,980,companies
Merck & Co. operates in the industry of united states.,1,981,companies
Target operates in the industry of retailing.,1,982,companies
Barclays operates in the industry of banking.,1,983,companies
Poly Developments & Holdings Group has headquarters in China.,1,984,companies
Chevron operates in the industry of oil & gas operations.,1,985,companies
Mercedes-Benz Group operates in the industry of consumer durables.,1,986,companies
Taiwan Semiconductor Manufacturing Company operates in the industry of semiconductors.,1,987,companies
Medtronic operates in the industry of health care equipment & services.,1,988,companies
Capital One operates as a financial holding company that engages in the provision of financial products and services.,1,989,companies
Lockheed Martin operates in the industry of aerospace & defense.,1,990,companies
Airbus Group has headquarters in Netherlands.,1,991,companies
Charles Schwab Corporation has headquarters in United States.,1,992,companies
Commonwealth Bank of Australia engages in the provision of banking and financial services.,1,993,companies
Hitachi engages in the manufacture and sale of electrical equipment.,1,994,companies
Intel has headquarters in United States.,1,995,companies
Anglo American operates in the industry of materials.,1,996,companies
"Barclays operates as a bank holding company that engages in the business of providing retail banking, credit cards, corporate and investment banking and wealth management services.",1,997,companies
Enbridge has headquarters in Canada.,1,998,companies
Apple operates in the industry of technology.,1,999,companies
Dow has headquarters in United States.,1,1000,companies
Danaher has headquarters in United States.,1,1001,companies
Deutsche Post operates in the industry of transportation.,1,1002,companies
Bank of China engages in the provision of banking and financial services.,1,1003,companies
State Bank of India operates in the industry of banking.,1,1004,companies
"Coca-Cola is a nonalcoholic beverage company that engages in the manufacture, market, and sale of non-alcoholic beverages, including sparkling soft drinks, water, sports drinks, tea, coffee and energy drinks.",1,1005,companies
Chubb has headquarters in Switzerland.,1,1006,companies
MetLife operates in the industry of insurance.,1,1007,companies
"Alphabet is a holding company, which engages in the business of acquisition and operation of different companies.",1,1008,companies
"Anglo American is a mining company, which engages in the exploration and mining of precious base metals and ferrous metals.",1,1009,companies
Allianz engages in the provision of insurance and investment advisory services.,1,1010,companies
Santander operates in the industry of banking.,1,1011,companies
National Australia Bank has headquarters in Australia.,1,1012,companies
AT&T is a holding company that engages in the provision of telecommunications media and technology service.,1,1013,companies
Ford Motor has headquarters in United States.,1,1014,companies
"China Life Insurance engages in the provision of life, annuity, accident, and health insurance.",1,1015,companies
VINCI has headquarters in France.,1,1016,companies
Brookfield Asset Management has headquarters in Canada.,1,1017,companies
Generali Group operates in the industry of insurance.,1,1018,companies
E.ON has headquarters in Germany.,1,1019,companies
Oracle operates in the industry of it software & services.,1,1020,companies
Cathay Financial has headquarters in Taiwan.,1,1021,companies
Tokio Marine Holdings has headquarters in Japan.,1,1022,companies
"HCA Healthcare is a health care services company, which engages in operating hospitals, freestanding surgery centers and emergency rooms, and urgent care centers.",1,1023,companies
BASF operates in the industry of chemicals.,1,1024,companies
China Telecom has headquarters in China.,1,1025,companies
Linde engages in the production and distribution of industrial gases.,1,1026,companies
"BHP Group engages in the exploration, development, production, and processing of iron ore, metallurgical coal, and copper.",1,1027,companies
Honeywell operates in the industry of conglomerates.,1,1028,companies
"Novartis is a holding company, which engages in the development, manufacture, and marketing of healthcare products.",1,1029,companies
Morgan Stanley operates as a global financial services company.,1,1030,companies
Procter & Gamble has headquarters in United States.,1,1031,companies
Equinor operates in the industry of oil & gas operations.,1,1032,companies
Raytheon Technologies operates in the industry of aerospace & defense.,1,1033,companies
Bank of Nova Scotia has headquarters in Canada.,1,1034,companies
Procter & Gamble operates in the industry of household & personal products.,1,1035,companies
"American Express engages in the provision of charge and credit card products, and travel-related services.",1,1036,companies
"Mizuho Financial operates as a holding company which engages in the provision of financial services such as banking, trust banking, securities, and other businesses.",1,1037,companies
Novartis has headquarters in Switzerland.,1,1038,companies
Glencore has headquarters in Switzerland.,1,1039,companies
Eni operates in the industry of oil & gas operations.,1,1040,companies
"Microsoft engages in the development and support of software, services, devices, and solutions.",1,1041,companies
Coca-Cola has headquarters in United States.,1,1042,companies
Hyundai Motor has headquarters in South Korea.,1,1043,companies
Telefonica operates in the industry of telecommunications services.,1,1044,companies
Broadcom has headquarters in United States.,1,1045,companies
LVMH Moet Hennessy Louis Vuitton operates in the industry of household & personal products.,1,1046,companies
Mitsui has headquarters in Japan.,1,1047,companies
"Merck & Co. engages in the provision of health solutions through its prescription medicines, vaccines, biologic therapies, animal health, and consumer care products.",1,1048,companies
Enel engages in the electricity generation and distribution and distribution of natural gas.,1,1049,companies
"Apple engages in the design, manufacture, and sale of smartphones, personal computers, tablets, wearables and accessories, and other variety of related services.",1,1050,companies
Deutsche Post has headquarters in Germany.,1,1051,companies
Alibaba Group operates in the industry of retailing.,1,1052,companies
China Mobile operates in the industry of telecommunications services.,1,1053,companies
FedEx operates in the industry of transportation.,1,1054,companies
Zurich Insurance has headquarters in Switzerland.,1,1055,companies
"Petrobras engages in oil and gas exploration, production, and distribution activities.",1,1056,companies
Abbott Laboratories has headquarters in United States.,1,1057,companies
Bayerische Motoren Werke (BMW) operates in the industry of consumer durables.,1,1058,companies
Stellantis operates in the industry of consumer durables.,1,1059,companies
Alibaba Group has headquarters in China.,1,1060,companies
BASF engages in the provision of chemical products.,1,1061,companies
Industrial and Commercial Bank of China has headquarters in China.,1,1062,companies
Duke Energy engages in distribution of natural gas and energy related services.,1,1063,companies
SoftBank operates as a holding company that engages in the management of its group companies.,1,1064,companies
GlaxoSmithKline has headquarters in United Kingdom.,1,1065,companies
Samsung Group engages in the manufacturing and selling of electronics and computer peripherals.,1,1066,companies
"LukOil engages in the exploration, production, refining, marketing and distribution of oil.",1,1067,companies
GlaxoSmithKline operates in the industry of drugs & biotechnology.,1,1068,companies
Lowe's operates in the industry of retailing.,1,1069,companies
Deutsche Telekom has headquarters in Germany.,1,1070,companies
Amazon.com has headquarters in United States.,1,1071,companies
Santander has headquarters in Spain.,1,1072,companies
Truist Financial has headquarters in United States.,1,1073,companies
"Mercedes-Benz Group engages in the production and distribution of cars, trucks and vans.",1,1074,companies
Mitsubishi engages in the provision of services utilizing the function of general trading.,1,1075,companies
Sony operates in the industry of consumer durables.,1,1076,companies
Bristol Myers Squibb has headquarters in United States.,1,1077,companies
Caterpillar operates in the industry of capital goods.,1,1078,companies
ConocoPhillips has headquarters in United States.,1,1079,companies
Tesla operates in the industry of consumer durables.,1,1080,companies
Siemens has headquarters in Germany.,1,1081,companies
Broadcom operates in the industry of semiconductors.,1,1082,companies
Itau Unibanco Holding provides financial products and services to individual and corporate clients in Brazil and abroad.,1,1083,companies
America Movil operates in the industry of telecommunications services.,1,1084,companies
LukOil operates in the industry of oil & gas operations.,1,1085,companies
Duke Energy has headquarters in United States.,1,1086,companies
Pfizer operates in the industry of drugs & biotechnology.,1,1087,companies
Zurich Insurance operates in the industry of insurance.,1,1088,companies
Vale has headquarters in Brazil.,1,1089,companies
"UnitedHealth Group engages in the provision of healthcare coverage, software and data consultancy services.",1,1090,companies
MetLife has headquarters in United States.,1,1091,companies
American Express has headquarters in United States.,1,1092,companies
"Ford Motor engages in the manufacture, distribution and sale of automobiles.",1,1093,companies
PetroChina operates in the industry of oil & gas operations.,1,1094,companies
Comcast operates in the industry of media.,1,1095,companies
Shell engages in oil and natural gas production.,1,1096,companies
"Rio Tinto engages in the exploration, mining, and processing of mineral resources.",1,1097,companies
Goldman Sachs Group operates in the industry of diversified financials.,1,1098,companies
Honda Motor operates in the industry of consumer durables.,1,1099,companies
Capital One operates in the industry of banking.,1,1100,companies
Public Joint Stock Company Gazprom operates in the industry of oil & gas operations.,1,1101,companies
Iberdrola operates in the industry of utilities.,1,1102,companies
Japan Post Holdings operates in the industry of insurance.,1,1103,companies
Deere & Company has headquarters in United States.,1,1104,companies
Benjamin Holt invented the caterpillar track.,1,1105,inventions
Willem Einthoven invented the electrocardiograph (ECG).,1,1106,inventions
Joseph Glidden invented the barbed wire.,1,1107,inventions
Joseph Aspdin invented the Portland cement.,1,1108,inventions
William Sturgeon lived in U.K.,1,1109,inventions
Frank Bunker Gilbreth lived in U.S.,1,1110,inventions
Joseph Aspdin lived in U.K.,1,1111,inventions
Joseph Henry invented the electromagnetic relay.,1,1112,inventions
Charles Goodyear invented the vulcanized rubber.,1,1113,inventions
Ralph H. Baer lived in U.S.,1,1114,inventions
Joseph Swan invented the carbon-filament lamp.,1,1115,inventions
Ada Lovelace lived in U.K.,1,1116,inventions
Henry Bessemer invented the Bessemer process for steelmaking.,1,1117,inventions
Daniel Fahrenheit lived in Poland/Germany.,1,1118,inventions
Fridtjof Nansen lived in Norway.,1,1119,inventions
Blaise Pascal invented the mechanical calculator.,1,1120,inventions
Guglielmo Marconi invented the radio.,1,1121,inventions
George Eastman invented the roll film.,1,1122,inventions
Samuel Fox lived in U.K.,1,1123,inventions
Heinrich Göbel invented the early incandescent light bulb.,1,1124,inventions
Thomas Edison invented the light bulb.,1,1125,inventions
Garrett Morgan lived in U.S.,1,1126,inventions
Ernest Swinton lived in U.K.,1,1127,inventions
Elihu Thomson invented the arc welding.,1,1128,inventions
Wallace Carothers invented the nylon.,1,1129,inventions
Nils Bohlin lived in Sweden.,1,1130,inventions
Joseph Swan lived in U.K.,1,1131,inventions
Nikola Tesla lived in Austrian Empire (modern-day Croatia)/U.S.,1,1132,inventions
Richard Gatling invented the Gatling gun.,1,1133,inventions
Thomas Wedgwood invented the photogram (proto-photography).,1,1134,inventions
Willis Carrier lived in U.S.,1,1135,inventions
Leonardo da Vinci lived in Italy.,1,1136,inventions
George Cayley lived in U.K.,1,1137,inventions
Frederick Walton lived in U.K.,1,1138,inventions
Luther George Simjian lived in Turkey/U.S.,1,1139,inventions
Linus Torvalds invented the Linux operating system.,1,1140,inventions
Konrad Zuse lived in Germany.,1,1141,inventions
Heinrich Göbel lived in Germany.,1,1142,inventions
Louis Pasteur invented the pasteurization.,1,1143,inventions
Igor Sikorsky invented the practical helicopter.,1,1144,inventions
Henri Giffard invented the airship (non-rigid).,1,1145,inventions
Clyde Tombaugh lived in U.S.,1,1146,inventions
Karl Benz invented the gasoline-powered automobile.,1,1147,inventions
Jack Kilby lived in U.S.,1,1148,inventions
Luther Simjian lived in Turkey/U.S.,1,1149,inventions
Yoshiro Nakamatsu lived in Japan.,1,1150,inventions
George Devol invented the Unimate (first industrial robot).,1,1151,inventions
Chester Carlson lived in U.S.,1,1152,inventions
George Eastman lived in U.S.,1,1153,inventions
Garrett Morgan invented the traffic signal.,1,1154,inventions
Eugene Polley lived in U.S.,1,1155,inventions
Frank Bunker Gilbreth invented the motion study.,1,1156,inventions
John von Neumann invented the stored-program computer architecture.,1,1157,inventions
Joseph Glidden lived in U.S.,1,1158,inventions
John T. Parsons invented the numerical control (CNC).,1,1159,inventions
Nikola Tesla invented the alternating current (AC) electrical system.,1,1160,inventions
Robert Noyce invented the integrated circuit.,1,1161,inventions
Gustaf Dalén lived in Sweden.,1,1162,inventions
Ralph Benjamin lived in U.K.,1,1163,inventions
Joseph Bramah lived in U.K.,1,1164,inventions
Charles Tellier invented the liquefied gas refrigeration.,1,1165,inventions
John T. Parsons lived in U.S.,1,1166,inventions
Earle Dickson lived in U.S.,1,1167,inventions
R. Buckminster Fuller invented the geodesic dome.,1,1168,inventions
Pierre Curie invented the piezoelectricity.,1,1169,inventions
Jean-Bernard-Léon Foucault invented the Foucault pendulum.,1,1170,inventions
John Gorrie invented the mechanical refrigeration (ice-making machine).,1,1171,inventions
Karl Landsteiner lived in Austria.,1,1172,inventions
Rudolf Kálmán lived in Hungary.,1,1173,inventions
Walter Hunt invented the safety pin.,1,1174,inventions
Konrad Zuse invented the programmable computer (Z3).,1,1175,inventions
Benjamin Franklin lived in U.S.,1,1176,inventions
Herbert Akroyd Stuart invented the hot bulb engine.,1,1177,inventions
Paul Gottlieb Nipkow lived in Germany.,1,1178,inventions
Arthur Pitney lived in U.S.,1,1179,inventions
Edmund Cartwright invented the power loom.,1,1180,inventions
Sir Charles Parsons invented the steam turbine.,1,1181,inventions
Whitcomb Judson invented the slide fastener (zipper precursor).,1,1182,inventions
Spencer Silver invented the adhesive (used in Post-it notes).,1,1183,inventions
Arthur Pitney invented the postage meter.,1,1184,inventions
Florence Parpart invented the modern electric refrigerator.,1,1185,inventions
Arthur Fry lived in U.S.,1,1186,inventions
Richard Trevithick lived in U.K.,1,1187,inventions
Henri Giffard lived in France.,1,1188,inventions
Fridtjof Nansen invented the modern polar exploration.,1,1189,inventions
Charles Goodyear lived in U.S.,1,1190,inventions
John Walker invented the friction match.,1,1191,inventions
Joseph Engelberger lived in U.S.,1,1192,inventions
Yoshua Bengio lived in Canada.,1,1193,inventions
Benjamin Franklin invented the lightning rod.,1,1194,inventions
Frank Julian Sprague lived in U.S.,1,1195,inventions
Thomas Tompion invented the cylinder escapement (clockmaking).,1,1196,inventions
Edmund Cartwright lived in U.K.,1,1197,inventions
Christopher Cockerell invented the hovercraft.,1,1198,inventions
Richard Leach Maddox lived in U.K.,1,1199,inventions
Henry Bessemer lived in U.K.,1,1200,inventions
Frederick Walton invented the linoleum.,1,1201,inventions
Luther George Simjian invented the Automated Teller Machine (ATM).,1,1202,inventions
Yoshua Bengio invented the deep learning (artificial neural networks).,1,1203,inventions
André-Jacques Garnerin lived in France.,1,1204,inventions
Robert Chesebrough invented the Vaseline.,1,1205,inventions
Gottlieb Daimler lived in Germany.,1,1206,inventions
Joseph Henry lived in U.S.,1,1207,inventions
Mary Walton lived in U.S.,1,1208,inventions
Auguste and Louis Lumière lived in France.,1,1209,inventions
Sir Frank Whittle invented the jet engine.,1,1210,inventions
Robert Adler invented the ultrasonic remote control.,1,1211,inventions
Richard Gatling lived in U.S.,1,1212,inventions
Gustaf Dalén invented the AGA lighthouse.,1,1213,inventions
William Kelly invented the Bessemer process for steelmaking.,1,1214,inventions
Marvin Camras lived in U.S.,1,1215,inventions
André-Jacques Garnerin invented the frameless parachute.,1,1216,inventions
Hans Geiger invented the Geiger counter.,1,1217,inventions
Jean-Bernard-Léon Foucault lived in France.,1,1218,inventions
Sir Humphry Davy lived in U.K.,1,1219,inventions
George Devol lived in U.S.,1,1220,inventions
Elihu Thomson lived in U.S.,1,1221,inventions
John Harrison lived in U.K.,1,1222,inventions
Felix Hoffmann lived in Germany.,1,1223,inventions
John Harrison invented the marine chronometer.,1,1224,inventions
John Wesley Hyatt invented the celluloid.,1,1225,inventions
Daniel Fahrenheit invented the mercury-in-glass thermometer.,1,1226,inventions
John Callcott Horsley invented the Christmas card.,1,1227,inventions
Johannes Gutenberg invented the movable type printing press.,1,1228,inventions
Samuel Morse invented the Morse code.,1,1229,inventions
George Washington Carver lived in U.S.,1,1230,inventions
Johannes Gutenberg lived in Germany.,1,1231,inventions
John Ericsson invented the U.S.,1,1232,inventions
Alec Jeffreys lived in U.K.,1,1233,inventions
Charles Fritts lived in U.S.,1,1234,inventions
James Murray Spangler lived in U.S.,1,1235,inventions
Georges Claude lived in France.,1,1236,inventions
Otis Boykin lived in U.S.,1,1237,inventions
Jacob Perkins invented the compression refrigeration.,1,1238,inventions
Sir Frank Whittle lived in U.K.,1,1239,inventions
Blaise Pascal lived in France.,1,1240,inventions
Narinder Singh Kapany lived in India.,1,1241,inventions
Charles Wheatstone invented the Wheatstone bridge.,1,1242,inventions
Emile Berliner lived in Germany/U.S.,1,1243,inventions
Lester Wire lived in U.S.,1,1244,inventions
Galileo Galilei invented the improved telescope.,1,1245,inventions
Carlos Glidden lived in U.S.,1,1246,inventions
Edouard Benedictus lived in France.,1,1247,inventions
Nikolay Slavyanov lived in Russia.,1,1248,inventions
Heinrich Hertz lived in Germany.,1,1249,inventions
Hans von Ohain lived in Germany.,1,1250,inventions
Christian Huygens invented the pendulum clock.,1,1251,inventions
James Clerk Maxwell lived in U.K.,1,1252,inventions
Fritz Pfleumer lived in Germany.,1,1253,inventions
Elisha Gray invented the telegraph printer.,1,1254,inventions
Igor Tamm lived in Russia.,1,1255,inventions
David Schwarz invented the rigid airship.,1,1256,inventions
Zhores Alferov invented the heterotransistor.,1,1257,inventions
Henry Ford lived in U.S.,1,1258,inventions
